region,province,city,position,district,candidate_name,party,votes,raw_position
REGION V,SORSOGON,DONSOL,COUNCILOR,LONE DIST,"AQUINO, RAY",PRP,11971,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - DONSOL - LONE DIST"
REGION V,SORSOGON,GUBAT,COUNCILOR,LONE DIST,"PURA, DAN",NPC,17454,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - GUBAT - LONE DIST"
REGION V,SORSOGON,GUBAT,COUNCILOR,LONE DIST,"FLESTADO, MAC",NPC,16179,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - GUBAT - LONE DIST"
REGION V,SORSOGON,GUBAT,COUNCILOR,LONE DIST,"ESPERIDA, USOK",NPC,15736,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - GUBAT - LONE DIST"
REGION V,SORSOGON,GUBAT,COUNCILOR,LONE DIST,"ENDAYA, WIWITLAWLAW",IND,15276,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - GUBAT - LONE DIST"
REGION V,SORSOGON,GUBAT,COUNCILOR,LONE DIST,"CASTILLO, BERNARD",IND,13865,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - GUBAT - LONE DIST"
REGION V,SORSOGON,GUBAT,COUNCILOR,LONE DIST,"ENAJE, DANDAN",NPC,13719,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - GUBAT - LONE DIST"
REGION V,SORSOGON,GUBAT,COUNCILOR,LONE DIST,"LORENZO, PRESANTHONY",NPC,12221,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - GUBAT - LONE DIST"
REGION V,SORSOGON,GUBAT,COUNCILOR,LONE DIST,"FUNTANARES, SIRICKY",NPC,11520,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - GUBAT - LONE DIST"
REGION V,SORSOGON,IROSIN,COUNCILOR,LONE DIST,"DELMONTE, JOJO",NPC,22986,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - IROSIN - LONE DIST"
REGION V,SORSOGON,IROSIN,COUNCILOR,LONE DIST,"FORTES, IRVIN KARL",NPC,22131,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - IROSIN - LONE DIST"
REGION V,SORSOGON,IROSIN,COUNCILOR,LONE DIST,"BRINGUELA, ANSAM",NPC,21976,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - IROSIN - LONE DIST"
REGION V,SORSOGON,IROSIN,COUNCILOR,LONE DIST,"ORTILE, NORIE",NPC,19327,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - IROSIN - LONE DIST"
REGION V,SORSOGON,IROSIN,COUNCILOR,LONE DIST,"BALMES, ATE MERS",NPC,18732,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - IROSIN - LONE DIST"
REGION V,SORSOGON,IROSIN,COUNCILOR,LONE DIST,"MICHELENA, ISOL",NPC,17675,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - IROSIN - LONE DIST"
REGION V,SORSOGON,IROSIN,COUNCILOR,LONE DIST,"LASCANO, JR",AKSYON,17277,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - IROSIN - LONE DIST"
REGION V,SORSOGON,IROSIN,COUNCILOR,LONE DIST,"BORLAGDAN, ETOT",NPC,15766,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - IROSIN - LONE DIST"
REGION V,SORSOGON,JUBAN,COUNCILOR,LONE DIST,"CARIÑO, GERSHON",NPC,13815,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - JUBAN - LONE DIST"
REGION V,SORSOGON,JUBAN,COUNCILOR,LONE DIST,"OLONDRIZ, POPO",NPC,12445,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - JUBAN - LONE DIST"
REGION V,SORSOGON,JUBAN,COUNCILOR,LONE DIST,"HABOC, TOTOT",NPC,11454,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - JUBAN - LONE DIST"
REGION V,SORSOGON,JUBAN,COUNCILOR,LONE DIST,"BALBEDINA, ROY",NPC,11358,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - JUBAN - LONE DIST"
REGION V,SORSOGON,JUBAN,COUNCILOR,LONE DIST,"DESDER, NENITA",NPC,10912,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - JUBAN - LONE DIST"
REGION V,SORSOGON,JUBAN,COUNCILOR,LONE DIST,"DE JESUS, RYAN",NPC,10487,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - JUBAN - LONE DIST"
REGION V,SORSOGON,JUBAN,COUNCILOR,LONE DIST,"FRAGATA, MARIA TERESA",IND,10117,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - JUBAN - LONE DIST"
REGION V,SORSOGON,JUBAN,COUNCILOR,LONE DIST,"BALEZA, RUSSEL",NPC,9848,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - JUBAN - LONE DIST"
REGION V,SORSOGON,MAGALLANES,COUNCILOR,LONE DIST,"CONDA, BEN",NPC,12645,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - MAGALLANES - LONE DIST"
REGION V,SORSOGON,MAGALLANES,COUNCILOR,LONE DIST,"CARRANZA, JAYR",IND,12371,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - MAGALLANES - LONE DIST"
REGION V,SORSOGON,MAGALLANES,COUNCILOR,LONE DIST,"ARAMBULO, ALLEN",NPC,12341,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - MAGALLANES - LONE DIST"
REGION V,SORSOGON,MAGALLANES,COUNCILOR,LONE DIST,"CARRASCAL, ROY",NPC,12119,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - MAGALLANES - LONE DIST"
REGION V,SORSOGON,MAGALLANES,COUNCILOR,LONE DIST,"REBANCOS, GING",NPC,11663,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - MAGALLANES - LONE DIST"
REGION V,SORSOGON,MAGALLANES,COUNCILOR,LONE DIST,"HAQUIHACA, MIKE",NPC,11347,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - MAGALLANES - LONE DIST"
REGION V,SORSOGON,MAGALLANES,COUNCILOR,LONE DIST,"APUYA, BUGOY",NPC,10896,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - MAGALLANES - LONE DIST"
REGION V,SORSOGON,MAGALLANES,COUNCILOR,LONE DIST,"LABALAN, SPARK",NPC,10806,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - MAGALLANES - LONE DIST"
REGION V,SORSOGON,MATNOG,COUNCILOR,LONE DIST,"UBALDO, CECIL",IND,16872,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - MATNOG - LONE DIST"
REGION V,SORSOGON,MATNOG,COUNCILOR,LONE DIST,"GARAY, MONDOY",NPC,14089,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - MATNOG - LONE DIST"
REGION V,SORSOGON,MATNOG,COUNCILOR,LONE DIST,"BARLIN, EPOY",NPC,12868,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - MATNOG - LONE DIST"
REGION V,SORSOGON,MATNOG,COUNCILOR,LONE DIST,"GATA, MERCY",PRP,12556,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - MATNOG - LONE DIST"
REGION V,SORSOGON,MATNOG,COUNCILOR,LONE DIST,"GARCIA, ATORNI JUNNAR",PRP,12311,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - MATNOG - LONE DIST"
REGION V,SORSOGON,MATNOG,COUNCILOR,LONE DIST,"BILAZON, MAC-MAC UBALDO",NPC,11287,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - MATNOG - LONE DIST"
REGION V,SORSOGON,MATNOG,COUNCILOR,LONE DIST,"SABADO, POBIE",PRP,10932,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - MATNOG - LONE DIST"
REGION V,SORSOGON,MATNOG,COUNCILOR,LONE DIST,"GACIS, ALAN",NPC,10826,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - MATNOG - LONE DIST"
REGION V,SORSOGON,PILAR,COUNCILOR,LONE DIST,"LOSERIAGA, GEORGE",NPC,25238,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - PILAR - LONE DIST"
REGION V,SORSOGON,PILAR,COUNCILOR,LONE DIST,"DE BORJA, BEA",NPC,21935,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - PILAR - LONE DIST"
REGION V,SORSOGON,PILAR,COUNCILOR,LONE DIST,"CANO, JUN",NPC,20874,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - PILAR - LONE DIST"
REGION V,SORSOGON,PILAR,COUNCILOR,LONE DIST,"SIA, ATTY. ANJ",NPC,20033,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - PILAR - LONE DIST"
REGION V,SORSOGON,PILAR,COUNCILOR,LONE DIST,"MILLANO, LIEZL",NPC,19707,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - PILAR - LONE DIST"
REGION V,SORSOGON,PILAR,COUNCILOR,LONE DIST,"REYES, JUN",NPC,18224,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - PILAR - LONE DIST"
REGION V,SORSOGON,PILAR,COUNCILOR,LONE DIST,"LOBRIGO, THOR",IND,17536,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - PILAR - LONE DIST"
REGION V,SORSOGON,PILAR,COUNCILOR,LONE DIST,"MANANES, EUGENE",NPC,16412,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - PILAR - LONE DIST"
REGION V,SORSOGON,PRIETO DIAZ,COUNCILOR,LONE DIST,"DIÑO, RYAND",NPC,8613,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - PRIETO DIAZ - LONE DIST"
REGION V,SORSOGON,PRIETO DIAZ,COUNCILOR,LONE DIST,"BAYOCA, VICENTE",PRP,8370,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - PRIETO DIAZ - LONE DIST"
REGION V,SORSOGON,PRIETO DIAZ,COUNCILOR,LONE DIST,"AYO, BIENVENIDO JR.",NPC,7709,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - PRIETO DIAZ - LONE DIST"
REGION V,SORSOGON,PRIETO DIAZ,COUNCILOR,LONE DIST,"YAP, JOSEPH JR.",NPC,7446,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - PRIETO DIAZ - LONE DIST"
REGION V,SORSOGON,PRIETO DIAZ,COUNCILOR,LONE DIST,"DESTURA, ALEX",IND,7139,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - PRIETO DIAZ - LONE DIST"
REGION V,SORSOGON,PRIETO DIAZ,COUNCILOR,LONE DIST,"DOMALAON, JO MADEL",NPC,7087,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - PRIETO DIAZ - LONE DIST"
REGION V,SORSOGON,PRIETO DIAZ,COUNCILOR,LONE DIST,"EBID, JUAN",NPC,6225,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - PRIETO DIAZ - LONE DIST"
REGION V,SORSOGON,PRIETO DIAZ,COUNCILOR,LONE DIST,"OLIVERES, LILIA",NPC,6022,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - PRIETO DIAZ - LONE DIST"
REGION V,SORSOGON,SANTA MAGDALENA,COUNCILOR,LONE DIST,"CORREA, GINA",NPC,5635,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - SANTA MAGDALENA - LONE DIST"
REGION V,SORSOGON,SANTA MAGDALENA,COUNCILOR,LONE DIST,"LOZANO-FORTE, ARLENE",NPC,5577,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - SANTA MAGDALENA - LONE DIST"
REGION V,SORSOGON,SANTA MAGDALENA,COUNCILOR,LONE DIST,"GAPAYAO, LYN-LYN",RP,4630,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - SANTA MAGDALENA - LONE DIST"
REGION V,SORSOGON,SANTA MAGDALENA,COUNCILOR,LONE DIST,"AGRIPA, NOEL",NPC,4436,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - SANTA MAGDALENA - LONE DIST"
REGION V,SORSOGON,SANTA MAGDALENA,COUNCILOR,LONE DIST,"FRILLES, TONY",PRP,4430,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - SANTA MAGDALENA - LONE DIST"
REGION V,SORSOGON,SANTA MAGDALENA,COUNCILOR,LONE DIST,"GATON, NATAL",NPC,4409,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - SANTA MAGDALENA - LONE DIST"
REGION V,SORSOGON,SANTA MAGDALENA,COUNCILOR,LONE DIST,"FURIO, MOCTOY",NPC,4366,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - SANTA MAGDALENA - LONE DIST"
REGION V,SORSOGON,SANTA MAGDALENA,COUNCILOR,LONE DIST,"JORDAN, SALVADOR",NPC,4297,"MEMBER, SANGGUNIANG BAYAN of SORSOGON - SANTA MAGDALENA - LONE DIST"
REGION XII,SOUTH COTABATO,BANGA,COUNCILOR,LONE DIST,"REYES, ANEM",AKSYON,20060,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - BANGA - LONE DIST"
REGION XII,SOUTH COTABATO,BANGA,COUNCILOR,LONE DIST,"INOCENTE, BOY ITE",PFP,18457,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - BANGA - LONE DIST"
REGION XII,SOUTH COTABATO,BANGA,COUNCILOR,LONE DIST,"LLOREN, GEMMA",PFP,17453,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - BANGA - LONE DIST"
REGION XII,SOUTH COTABATO,BANGA,COUNCILOR,LONE DIST,"PLANA, JENNIFER",PFP,15665,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - BANGA - LONE DIST"
REGION XII,SOUTH COTABATO,BANGA,COUNCILOR,LONE DIST,"PALMA, RIZA",IND,13998,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - BANGA - LONE DIST"
REGION XII,SOUTH COTABATO,BANGA,COUNCILOR,LONE DIST,"SALCEDO, LARRY",AKSYON,13273,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - BANGA - LONE DIST"
REGION XII,SOUTH COTABATO,BANGA,COUNCILOR,LONE DIST,"ACHURRA, INDAY GRACE",NPC,12366,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - BANGA - LONE DIST"
REGION XII,SOUTH COTABATO,BANGA,COUNCILOR,LONE DIST,"PALOMAR, ARMAN",PFP,12132,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - BANGA - LONE DIST"
REGION XII,SOUTH COTABATO,CITY OF GENERAL SANTOS,COUNCILOR,LONE DIST,"BLANDO, JONATHAN",PDPLBN,130583,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTH COTABATO - CITY OF GENERAL SANTOS - LONE DIST"
REGION XII,SOUTH COTABATO,CITY OF GENERAL SANTOS,COUNCILOR,LONE DIST,"BAÑAS, CESAR JR.",PDPLBN,125466,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTH COTABATO - CITY OF GENERAL SANTOS - LONE DIST"
REGION XII,SOUTH COTABATO,CITY OF GENERAL SANTOS,COUNCILOR,LONE DIST,"DINOPOL, BING",PDPLBN,123986,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTH COTABATO - CITY OF GENERAL SANTOS - LONE DIST"
REGION XII,SOUTH COTABATO,CITY OF GENERAL SANTOS,COUNCILOR,LONE DIST,"BAGONOC, ATE BETH",PCM,115045,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTH COTABATO - CITY OF GENERAL SANTOS - LONE DIST"
REGION XII,SOUTH COTABATO,CITY OF GENERAL SANTOS,COUNCILOR,LONE DIST,"YUMANG, RALPH RONALD",PDPLBN,114748,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTH COTABATO - CITY OF GENERAL SANTOS - LONE DIST"
REGION XII,SOUTH COTABATO,CITY OF GENERAL SANTOS,COUNCILOR,LONE DIST,"GACAL, ATTY. JENG",PCM,109680,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTH COTABATO - CITY OF GENERAL SANTOS - LONE DIST"
REGION XII,SOUTH COTABATO,CITY OF GENERAL SANTOS,COUNCILOR,LONE DIST,"PACQUIAO, MICHAEL",PCM,108604,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTH COTABATO - CITY OF GENERAL SANTOS - LONE DIST"
REGION XII,SOUTH COTABATO,CITY OF GENERAL SANTOS,COUNCILOR,LONE DIST,"LLIDO, ATE VIRGIE",PCM,108406,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTH COTABATO - CITY OF GENERAL SANTOS - LONE DIST"
REGION XII,SOUTH COTABATO,CITY OF KORONADAL,COUNCILOR,LONE DIST,"CATORCE, MA. ESTER",NPC,61300,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTH COTABATO - CITY OF KORONADAL - LONE DIST"
REGION XII,SOUTH COTABATO,CITY OF KORONADAL,COUNCILOR,LONE DIST,"BASCON, MAYLENE MAY",AKSYON,60485,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTH COTABATO - CITY OF KORONADAL - LONE DIST"
REGION XII,SOUTH COTABATO,CITY OF KORONADAL,COUNCILOR,LONE DIST,"ABRIS, EDWIN",NPC,57342,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTH COTABATO - CITY OF KORONADAL - LONE DIST"
REGION XII,SOUTH COTABATO,CITY OF KORONADAL,COUNCILOR,LONE DIST,"CADELLINO, HANDEL DEE",AKSYON,51875,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTH COTABATO - CITY OF KORONADAL - LONE DIST"
REGION XII,SOUTH COTABATO,CITY OF KORONADAL,COUNCILOR,LONE DIST,"LAPIDEZ, MARK",NPC,50085,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTH COTABATO - CITY OF KORONADAL - LONE DIST"
REGION XII,SOUTH COTABATO,CITY OF KORONADAL,COUNCILOR,LONE DIST,"JUMILLA, EINA",NPC,48042,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTH COTABATO - CITY OF KORONADAL - LONE DIST"
REGION XII,SOUTH COTABATO,CITY OF KORONADAL,COUNCILOR,LONE DIST,"HINAY, BERNARDO",NPC,45297,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTH COTABATO - CITY OF KORONADAL - LONE DIST"
REGION XII,SOUTH COTABATO,CITY OF KORONADAL,COUNCILOR,LONE DIST,"RODRIGUEZ, CHOW",NPC,42769,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTH COTABATO - CITY OF KORONADAL - LONE DIST"
REGION XII,SOUTH COTABATO,LAKE SEBU,COUNCILOR,LONE DIST,"FITAN, CYNTHIA JEAN",IND,18297,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - LAKE SEBU - LONE DIST"
REGION XII,SOUTH COTABATO,LAKE SEBU,COUNCILOR,LONE DIST,"FADO, EMILIO JR.",NPC,14855,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - LAKE SEBU - LONE DIST"
REGION XII,SOUTH COTABATO,LAKE SEBU,COUNCILOR,LONE DIST,"GANDAM, JAIME",PFP,14047,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - LAKE SEBU - LONE DIST"
REGION XII,SOUTH COTABATO,LAKE SEBU,COUNCILOR,LONE DIST,"CA-AT, BERNARD",NPC,13605,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - LAKE SEBU - LONE DIST"
REGION XII,SOUTH COTABATO,LAKE SEBU,COUNCILOR,LONE DIST,"OFONG, ACE",NPC,13241,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - LAKE SEBU - LONE DIST"
REGION XII,SOUTH COTABATO,LAKE SEBU,COUNCILOR,LONE DIST,"SOMIDO, ETIK",NPC,12559,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - LAKE SEBU - LONE DIST"
REGION XII,SOUTH COTABATO,LAKE SEBU,COUNCILOR,LONE DIST,"LARIDO, CHARLES JERRY",NPC,12482,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - LAKE SEBU - LONE DIST"
REGION XII,SOUTH COTABATO,LAKE SEBU,COUNCILOR,LONE DIST,"SALIF, BASILIO JR.",NPC,12433,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - LAKE SEBU - LONE DIST"
REGION XII,SOUTH COTABATO,NORALA,COUNCILOR,LONE DIST,"FUSINGAN, ROY",PFP,17968,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - NORALA - LONE DIST"
REGION XII,SOUTH COTABATO,NORALA,COUNCILOR,LONE DIST,"PILLA, LUCILA",PFP,15571,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - NORALA - LONE DIST"
REGION XII,SOUTH COTABATO,NORALA,COUNCILOR,LONE DIST,"DENONONG, DOROY",PFP,13101,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - NORALA - LONE DIST"
REGION XII,SOUTH COTABATO,NORALA,COUNCILOR,LONE DIST,"LIDA, PATO",PFP,12814,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - NORALA - LONE DIST"
REGION XII,SOUTH COTABATO,NORALA,COUNCILOR,LONE DIST,"FRIAS, ELLA",PFP,12607,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - NORALA - LONE DIST"
REGION XII,SOUTH COTABATO,NORALA,COUNCILOR,LONE DIST,"FEDOC, ERON",PFP,12234,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - NORALA - LONE DIST"
REGION XII,SOUTH COTABATO,NORALA,COUNCILOR,LONE DIST,"FERIL, IKIASIKE",PFP,12062,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - NORALA - LONE DIST"
REGION XII,SOUTH COTABATO,NORALA,COUNCILOR,LONE DIST,"SIOQUIM, GARY",PFP,11790,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - NORALA - LONE DIST"
REGION XII,SOUTH COTABATO,POLOMOLOK,COUNCILOR,LONE DIST,"LUMAYAG, JOHN",PFP,41579,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - POLOMOLOK - LONE DIST"
REGION XII,SOUTH COTABATO,POLOMOLOK,COUNCILOR,LONE DIST,"ORBESIDO, LIGAYA",AKSYON,41467,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - POLOMOLOK - LONE DIST"
REGION XII,SOUTH COTABATO,POLOMOLOK,COUNCILOR,LONE DIST,"SALADA, CALIXTO",AKSYON,41400,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - POLOMOLOK - LONE DIST"
REGION XII,SOUTH COTABATO,POLOMOLOK,COUNCILOR,LONE DIST,"OCTAVIO, KAP NONO",PFP,41381,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - POLOMOLOK - LONE DIST"
REGION XII,SOUTH COTABATO,POLOMOLOK,COUNCILOR,LONE DIST,"AMOR, DAVE",PFP,40347,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - POLOMOLOK - LONE DIST"
REGION XII,SOUTH COTABATO,POLOMOLOK,COUNCILOR,LONE DIST,"JOVERO, ELIAZAR",AKSYON,40265,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - POLOMOLOK - LONE DIST"
REGION XII,SOUTH COTABATO,POLOMOLOK,COUNCILOR,LONE DIST,"BAITUS, BILLY BERT JR.",AKSYON,38103,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - POLOMOLOK - LONE DIST"
REGION XII,SOUTH COTABATO,POLOMOLOK,COUNCILOR,LONE DIST,"FALCON, JOAR",PFP,35621,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - POLOMOLOK - LONE DIST"
REGION XII,SOUTH COTABATO,SANTO NIÑO,COUNCILOR,LONE DIST,"MATINONG, BOGGIE",PFP,13252,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - SANTO NIÑO - LONE DIST"
REGION XII,SOUTH COTABATO,SANTO NIÑO,COUNCILOR,LONE DIST,"HARE, HENE",PFP,11080,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - SANTO NIÑO - LONE DIST"
REGION XII,SOUTH COTABATO,SANTO NIÑO,COUNCILOR,LONE DIST,"APOSTOL, AMING",PFP,10289,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - SANTO NIÑO - LONE DIST"
REGION XII,SOUTH COTABATO,SANTO NIÑO,COUNCILOR,LONE DIST,"VILLARIN, JOHN ALLAN",PFP,9988,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - SANTO NIÑO - LONE DIST"
REGION XII,SOUTH COTABATO,SANTO NIÑO,COUNCILOR,LONE DIST,"BAYLOSIS, DODOY",PFP,9922,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - SANTO NIÑO - LONE DIST"
REGION XII,SOUTH COTABATO,SANTO NIÑO,COUNCILOR,LONE DIST,"FUNA, ESTONG",IND,9842,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - SANTO NIÑO - LONE DIST"
REGION XII,SOUTH COTABATO,SANTO NIÑO,COUNCILOR,LONE DIST,"MANUA, DANING",PFP,9735,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - SANTO NIÑO - LONE DIST"
REGION XII,SOUTH COTABATO,SANTO NIÑO,COUNCILOR,LONE DIST,"MARFIL, VANGIE",PFP,9728,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - SANTO NIÑO - LONE DIST"
REGION XII,SOUTH COTABATO,SURALLAH,COUNCILOR,LONE DIST,"SOLIVIO, ROMULO JR.",PFP,26665,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - SURALLAH - LONE DIST"
REGION XII,SOUTH COTABATO,SURALLAH,COUNCILOR,LONE DIST,"ESLABON, HENRY",PFP,25551,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - SURALLAH - LONE DIST"
REGION XII,SOUTH COTABATO,SURALLAH,COUNCILOR,LONE DIST,"ESCLETO, GRINGGO",PFP,25250,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - SURALLAH - LONE DIST"
REGION XII,SOUTH COTABATO,SURALLAH,COUNCILOR,LONE DIST,"ROSAL, FLOYD ROSS",PFP,22133,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - SURALLAH - LONE DIST"
REGION XII,SOUTH COTABATO,SURALLAH,COUNCILOR,LONE DIST,"COSTAN, REYNALDO",PFP,19602,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - SURALLAH - LONE DIST"
REGION XII,SOUTH COTABATO,SURALLAH,COUNCILOR,LONE DIST,"VILLANUEVA, RESULI",PFP,18749,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - SURALLAH - LONE DIST"
REGION XII,SOUTH COTABATO,SURALLAH,COUNCILOR,LONE DIST,"BUMATAY, LEO",PFP,17133,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - SURALLAH - LONE DIST"
REGION XII,SOUTH COTABATO,SURALLAH,COUNCILOR,LONE DIST,"CORNETA, BOYET",PFP,15805,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - SURALLAH - LONE DIST"
REGION XII,SOUTH COTABATO,T'BOLI,COUNCILOR,LONE DIST,"TUAN, KIRK",AKSYON,24879,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - T'BOLI - LONE DIST"
REGION XII,SOUTH COTABATO,T'BOLI,COUNCILOR,LONE DIST,"CORDADA, LUPOG",AKSYON,21263,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - T'BOLI - LONE DIST"
