region,province,city,position,district,candidate_name,party,votes,raw_position
REGION XII,SOUTH COTABATO,T'BOLI,COUNCILOR,LONE DIST,"MAQUILAN, CLENT GLENN",AKSYON,16971,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - T'BOLI - LONE DIST"
REGION XII,SOUTH COTABATO,T'BOLI,COUNCILOR,LONE DIST,"KUTA, FALIN",AKSYON,16114,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - T'BOLI - LONE DIST"
REGION XII,SOUTH COTABATO,T'BOLI,COUNCILOR,LONE DIST,"FADO, BARY",AKSYON,15734,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - T'BOLI - LONE DIST"
REGION XII,SOUTH COTABATO,T'BOLI,COUNCILOR,LONE DIST,"ASTURIAS, ASTO",PFP,15312,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - T'BOLI - LONE DIST"
REGION XII,SOUTH COTABATO,T'BOLI,COUNCILOR,LONE DIST,"KAYAWAN, ELSA",AKSYON,14938,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - T'BOLI - LONE DIST"
REGION XII,SOUTH COTABATO,T'BOLI,COUNCILOR,LONE DIST,"TANCO, ARNOLD",PFP,14119,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - T'BOLI - LONE DIST"
REGION XII,SOUTH COTABATO,TAMPAKAN,COUNCILOR,LONE DIST,"ESCOBILLO, MIKE",PFP,14816,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TAMPAKAN - LONE DIST"
REGION XII,SOUTH COTABATO,TAMPAKAN,COUNCILOR,LONE DIST,"BALDON, BOBSI",PFP,14023,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TAMPAKAN - LONE DIST"
REGION XII,SOUTH COTABATO,TAMPAKAN,COUNCILOR,LONE DIST,"TUTOR, ERVE",PFP,13709,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TAMPAKAN - LONE DIST"
REGION XII,SOUTH COTABATO,TAMPAKAN,COUNCILOR,LONE DIST,"CAGAS, ROY",PFP,13534,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TAMPAKAN - LONE DIST"
REGION XII,SOUTH COTABATO,TAMPAKAN,COUNCILOR,LONE DIST,"DOC, CELSO",PFP,13202,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TAMPAKAN - LONE DIST"
REGION XII,SOUTH COTABATO,TAMPAKAN,COUNCILOR,LONE DIST,"CARIAGA, TOTOY",PFP,13094,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TAMPAKAN - LONE DIST"
REGION XII,SOUTH COTABATO,TAMPAKAN,COUNCILOR,LONE DIST,"MAGBANUA, DODONG",PFP,12903,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TAMPAKAN - LONE DIST"
REGION XII,SOUTH COTABATO,TAMPAKAN,COUNCILOR,LONE DIST,"TABACO, CATHERINE",PFP,12691,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TAMPAKAN - LONE DIST"
REGION XII,SOUTH COTABATO,TANTANGAN,COUNCILOR,LONE DIST,"DAR-CACHERO, DARLYN",PFP,15057,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TANTANGAN - LONE DIST"
REGION XII,SOUTH COTABATO,TANTANGAN,COUNCILOR,LONE DIST,"ALADA, KAPJOHNNY",PFP,14509,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TANTANGAN - LONE DIST"
REGION XII,SOUTH COTABATO,TANTANGAN,COUNCILOR,LONE DIST,"BUENDIA, NELSON JR.",PFP,13808,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TANTANGAN - LONE DIST"
REGION XII,SOUTH COTABATO,TANTANGAN,COUNCILOR,LONE DIST,"SENECA, SHEENA",PFP,12723,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TANTANGAN - LONE DIST"
REGION XII,SOUTH COTABATO,TANTANGAN,COUNCILOR,LONE DIST,"PACLIBAR, KEESHA",PFP,12227,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TANTANGAN - LONE DIST"
REGION XII,SOUTH COTABATO,TANTANGAN,COUNCILOR,LONE DIST,"PERALTA, DAVID",PFP,11959,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TANTANGAN - LONE DIST"
REGION XII,SOUTH COTABATO,TANTANGAN,COUNCILOR,LONE DIST,"BELO, ROSARIO",PFP,10975,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TANTANGAN - LONE DIST"
REGION XII,SOUTH COTABATO,TANTANGAN,COUNCILOR,LONE DIST,"ABREA-TUDIO, ROSALINDA",PFP,9600,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TANTANGAN - LONE DIST"
REGION XII,SOUTH COTABATO,TUPI,COUNCILOR,LONE DIST,"AGUINALDO-DUARTE, WENDY",PFP,24843,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TUPI - LONE DIST"
REGION XII,SOUTH COTABATO,TUPI,COUNCILOR,LONE DIST,"TAMAYO, REBB",PFP,23206,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TUPI - LONE DIST"
REGION XII,SOUTH COTABATO,TUPI,COUNCILOR,LONE DIST,"SOLILAPSI, JASPER",PFP,20941,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TUPI - LONE DIST"
REGION XII,SOUTH COTABATO,TUPI,COUNCILOR,LONE DIST,"YABUT, MAO",PFP,20288,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TUPI - LONE DIST"
REGION XII,SOUTH COTABATO,TUPI,COUNCILOR,LONE DIST,"TAMAYO, CHAD",IND,19260,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TUPI - LONE DIST"
REGION XII,SOUTH COTABATO,TUPI,COUNCILOR,LONE DIST,"CORNEJO, WEYNARD JOHN",PFP,19057,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TUPI - LONE DIST"
REGION XII,SOUTH COTABATO,TUPI,COUNCILOR,LONE DIST,"MARIANO-TRABADO, GLY",PFP,18967,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TUPI - LONE DIST"
REGION XII,SOUTH COTABATO,TUPI,COUNCILOR,LONE DIST,"ZABALA, MARVIN",AIM,16529,"MEMBER, SANGGUNIANG BAYAN of SOUTH COTABATO - TUPI - LONE DIST"
REGION VIII,SOUTHERN LEYTE,ANAHAWAN,COUNCILOR,LONE DIST,"CAGASAN, GP",IND,2887,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - ANAHAWAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,ANAHAWAN,COUNCILOR,LONE DIST,"PABON, MARA",LAKAS,2881,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - ANAHAWAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,ANAHAWAN,COUNCILOR,LONE DIST,"GUNDA, LOLITO",LAKAS,2835,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - ANAHAWAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,ANAHAWAN,COUNCILOR,LONE DIST,"DE JESUS, DAGOL",IND,2822,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - ANAHAWAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,ANAHAWAN,COUNCILOR,LONE DIST,"SIASOL, DALTON",IND,2663,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - ANAHAWAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,ANAHAWAN,COUNCILOR,LONE DIST,"LIBUTAN, ELY",IND,2570,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - ANAHAWAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,ANAHAWAN,COUNCILOR,LONE DIST,"VESTAL, ARLEEN",IND,2570,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - ANAHAWAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,ANAHAWAN,COUNCILOR,LONE DIST,"CABRERA, TOTOY",IND,2518,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - ANAHAWAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,BONTOC,COUNCILOR,LONE DIST,"SULLIVAN, MARLINA",IND,10768,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - BONTOC - LONE DIST"
REGION VIII,SOUTHERN LEYTE,BONTOC,COUNCILOR,LONE DIST,"CARBONILLA, FLORENCIA",LAKAS,10391,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - BONTOC - LONE DIST"
REGION VIII,SOUTHERN LEYTE,BONTOC,COUNCILOR,LONE DIST,"OLAYVAR, JAMES",LAKAS,10367,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - BONTOC - LONE DIST"
REGION VIII,SOUTHERN LEYTE,BONTOC,COUNCILOR,LONE DIST,"DIZON, ROM PLOM",LAKAS,10147,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - BONTOC - LONE DIST"
REGION VIII,SOUTHERN LEYTE,BONTOC,COUNCILOR,LONE DIST,"LAMPONG, TEODY",LAKAS,10001,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - BONTOC - LONE DIST"
REGION VIII,SOUTHERN LEYTE,BONTOC,COUNCILOR,LONE DIST,"TOMAUB, RODRIGO",LAKAS,9636,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - BONTOC - LONE DIST"
REGION VIII,SOUTHERN LEYTE,BONTOC,COUNCILOR,LONE DIST,"GUASA, JOEL",LAKAS,9523,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - BONTOC - LONE DIST"
REGION VIII,SOUTHERN LEYTE,BONTOC,COUNCILOR,LONE DIST,"FUSTANES, LYDIA",IND,8504,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - BONTOC - LONE DIST"
REGION VIII,SOUTHERN LEYTE,CITY OF MAASIN,COUNCILOR,LONE DIST,"MERCADO, GANI",LAKAS,25575,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTHERN LEYTE - CITY OF MAASIN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,CITY OF MAASIN,COUNCILOR,LONE DIST,"PALER, JIGJIG",LAKAS,24823,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTHERN LEYTE - CITY OF MAASIN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,CITY OF MAASIN,COUNCILOR,LONE DIST,"ROSETE, MINDA",LAKAS,22371,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTHERN LEYTE - CITY OF MAASIN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,CITY OF MAASIN,COUNCILOR,LONE DIST,"MERCADO, MIKEE",LAKAS,22365,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTHERN LEYTE - CITY OF MAASIN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,CITY OF MAASIN,COUNCILOR,LONE DIST,"BANTUG, MARGARITA",LAKAS,22216,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTHERN LEYTE - CITY OF MAASIN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,CITY OF MAASIN,COUNCILOR,LONE DIST,"GERONG, CONCON",LAKAS,22174,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTHERN LEYTE - CITY OF MAASIN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,CITY OF MAASIN,COUNCILOR,LONE DIST,"COSTILLAS, ELISEO",LAKAS,17929,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTHERN LEYTE - CITY OF MAASIN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,CITY OF MAASIN,COUNCILOR,LONE DIST,"ENAGE, STONG",NP,17862,"MEMBER, SANGGUNIANG PANLUNGSOD of SOUTHERN LEYTE - CITY OF MAASIN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,HINUNANGAN,COUNCILOR,LONE DIST,"COMELING, GARY",LAKAS,9838,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - HINUNANGAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,HINUNANGAN,COUNCILOR,LONE DIST,"FERNANDEZ, RYAN",LAKAS,9715,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - HINUNANGAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,HINUNANGAN,COUNCILOR,LONE DIST,"KUIZON, VIRGIE",AKSYON,9249,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - HINUNANGAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,HINUNANGAN,COUNCILOR,LONE DIST,"CARDONA, FRANCIS JR.",AKSYON,9229,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - HINUNANGAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,HINUNANGAN,COUNCILOR,LONE DIST,"JUMANGIT, LOURDES",LAKAS,9056,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - HINUNANGAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,HINUNANGAN,COUNCILOR,LONE DIST,"DY, JUNWIL",LAKAS,7937,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - HINUNANGAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,HINUNANGAN,COUNCILOR,LONE DIST,"ALAS, CORING",LAKAS,7646,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - HINUNANGAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,HINUNANGAN,COUNCILOR,LONE DIST,"BULINGIT, AIDA",AKSYON,7418,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - HINUNANGAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,HINUNDAYAN,COUNCILOR,LONE DIST,"RAMIREZ, EDITH",LAKAS,4845,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - HINUNDAYAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,HINUNDAYAN,COUNCILOR,LONE DIST,"AMORA, TATA",AKSYON,4840,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - HINUNDAYAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,HINUNDAYAN,COUNCILOR,LONE DIST,"RESMA, GERRY",AKSYON,4729,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - HINUNDAYAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,HINUNDAYAN,COUNCILOR,LONE DIST,"PEDRERA, BEDOT",TINGOG,4484,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - HINUNDAYAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,HINUNDAYAN,COUNCILOR,LONE DIST,"ABUYOG, PATING",LAKAS,4476,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - HINUNDAYAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,HINUNDAYAN,COUNCILOR,LONE DIST,"LAGUMBAY, LERMA",LAKAS,4335,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - HINUNDAYAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,HINUNDAYAN,COUNCILOR,LONE DIST,"ALMOSA, ANDAT",LAKAS,4185,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - HINUNDAYAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,HINUNDAYAN,COUNCILOR,LONE DIST,"ADOLFO, LANI",AKSYON,3986,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - HINUNDAYAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LIBAGON,COUNCILOR,LONE DIST,"PEÑAREDONDO, EDGAR",LAKAS,4614,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LIBAGON - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LIBAGON,COUNCILOR,LONE DIST,"RANQUE, MAI",LAKAS,4220,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LIBAGON - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LIBAGON,COUNCILOR,LONE DIST,"AMPARO, ONING",LAKAS,4115,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LIBAGON - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LIBAGON,COUNCILOR,LONE DIST,"ENDICO, TOMAS JR.",LAKAS,4106,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LIBAGON - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LIBAGON,COUNCILOR,LONE DIST,"CAHUCOM, BOYEN",IND,4041,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LIBAGON - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LIBAGON,COUNCILOR,LONE DIST,"ODAL, GEMMA",IND,4017,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LIBAGON - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LIBAGON,COUNCILOR,LONE DIST,"CALOOY, REY",IND,3685,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LIBAGON - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LIBAGON,COUNCILOR,LONE DIST,"ENDRIGA, SULFICIA",IND,3488,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LIBAGON - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LILOAN,COUNCILOR,LONE DIST,"BARBA, BOYETT",TINGOG,7950,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LILOAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LILOAN,COUNCILOR,LONE DIST,"LIM, ALEX",LAKAS,7719,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LILOAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LILOAN,COUNCILOR,LONE DIST,"CUARES, BOY",LAKAS,7678,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LILOAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LILOAN,COUNCILOR,LONE DIST,"CHUA, BICBIC",LAKAS,7661,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LILOAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LILOAN,COUNCILOR,LONE DIST,"CHUA, JB",TINGOG,7545,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LILOAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LILOAN,COUNCILOR,LONE DIST,"COMABIG, PINKY",LAKAS,6943,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LILOAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LILOAN,COUNCILOR,LONE DIST,"HANDAYAN, OTING",LAKAS,6928,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LILOAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LILOAN,COUNCILOR,LONE DIST,"CERO, EDDIE",TINGOG,6751,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LILOAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LIMASAWA,COUNCILOR,LONE DIST,"MONTANES, FRIE",LAKAS,2743,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LIMASAWA - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LIMASAWA,COUNCILOR,LONE DIST,"DAGOHOY, ARBEN",LAKAS,2740,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LIMASAWA - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LIMASAWA,COUNCILOR,LONE DIST,"PETRACORTA, MODESTO",LAKAS,2734,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LIMASAWA - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LIMASAWA,COUNCILOR,LONE DIST,"LAMBOT, JONA",LAKAS,2653,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LIMASAWA - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LIMASAWA,COUNCILOR,LONE DIST,"ANGOB, EZER",LAKAS,2574,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LIMASAWA - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LIMASAWA,COUNCILOR,LONE DIST,"GALVEZ, GONY",LAKAS,2560,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LIMASAWA - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LIMASAWA,COUNCILOR,LONE DIST,"ORO, SALLY",LAKAS,2533,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LIMASAWA - LONE DIST"
REGION VIII,SOUTHERN LEYTE,LIMASAWA,COUNCILOR,LONE DIST,"SALOMON, RENATO",LAKAS,2426,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - LIMASAWA - LONE DIST"
REGION VIII,SOUTHERN LEYTE,MACROHON,COUNCILOR,LONE DIST,"MADRONA, JACOB",PDR,9480,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - MACROHON - LONE DIST"
REGION VIII,SOUTHERN LEYTE,MACROHON,COUNCILOR,LONE DIST,"LIGTAS, DEBRA FE",LAKAS,8966,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - MACROHON - LONE DIST"
REGION VIII,SOUTHERN LEYTE,MACROHON,COUNCILOR,LONE DIST,"SAAVEDRA, EMELY",TINGOG,8705,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - MACROHON - LONE DIST"
REGION VIII,SOUTHERN LEYTE,MACROHON,COUNCILOR,LONE DIST,"WRAY, YURI",PDR,8408,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - MACROHON - LONE DIST"
REGION VIII,SOUTHERN LEYTE,MACROHON,COUNCILOR,LONE DIST,"KINAZO, KAREN",LAKAS,6930,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - MACROHON - LONE DIST"
REGION VIII,SOUTHERN LEYTE,MACROHON,COUNCILOR,LONE DIST,"EDILLO, ROFELIA",TINGOG,6401,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - MACROHON - LONE DIST"
REGION VIII,SOUTHERN LEYTE,MACROHON,COUNCILOR,LONE DIST,"SALINAS, MENCHIE ANN",LAKAS,5799,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - MACROHON - LONE DIST"
REGION VIII,SOUTHERN LEYTE,MACROHON,COUNCILOR,LONE DIST,"TIEMPO, ROY",PDR,5582,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - MACROHON - LONE DIST"
REGION VIII,SOUTHERN LEYTE,MALITBOG,COUNCILOR,LONE DIST,"DY, RYAN",PDR,5824,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - MALITBOG - LONE DIST"
REGION VIII,SOUTHERN LEYTE,MALITBOG,COUNCILOR,LONE DIST,"CAMPILAN, MAIDA",PDR,5460,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - MALITBOG - LONE DIST"
REGION VIII,SOUTHERN LEYTE,MALITBOG,COUNCILOR,LONE DIST,"ALFORQUE, ATTY. JIMMIE",PDR,5091,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - MALITBOG - LONE DIST"
REGION VIII,SOUTHERN LEYTE,MALITBOG,COUNCILOR,LONE DIST,"ESCAÑO, MON MON",PFP,4860,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - MALITBOG - LONE DIST"
REGION VIII,SOUTHERN LEYTE,MALITBOG,COUNCILOR,LONE DIST,"OBEN, NENE",PDR,4746,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - MALITBOG - LONE DIST"
REGION VIII,SOUTHERN LEYTE,MALITBOG,COUNCILOR,LONE DIST,"GABRIEL, BEBIE",PFP,4672,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - MALITBOG - LONE DIST"
REGION VIII,SOUTHERN LEYTE,MALITBOG,COUNCILOR,LONE DIST,"ACUÑA, MELOY",PDR,4362,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - MALITBOG - LONE DIST"
REGION VIII,SOUTHERN LEYTE,MALITBOG,COUNCILOR,LONE DIST,"SIEGA, GELIC",PFP,4058,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - MALITBOG - LONE DIST"
REGION VIII,SOUTHERN LEYTE,PADRE BURGOS,COUNCILOR,LONE DIST,"NEUDA, SANDER",TINGOG,4714,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - PADRE BURGOS - LONE DIST"
REGION VIII,SOUTHERN LEYTE,PADRE BURGOS,COUNCILOR,LONE DIST,"GILLES, BRIAN",LAKAS,4450,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - PADRE BURGOS - LONE DIST"
REGION VIII,SOUTHERN LEYTE,PADRE BURGOS,COUNCILOR,LONE DIST,"BACTINDON, SEPOK",LAKAS,4317,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - PADRE BURGOS - LONE DIST"
REGION VIII,SOUTHERN LEYTE,PADRE BURGOS,COUNCILOR,LONE DIST,"CUEVAS, KRISTINE",TINGOG,4312,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - PADRE BURGOS - LONE DIST"
REGION VIII,SOUTHERN LEYTE,PADRE BURGOS,COUNCILOR,LONE DIST,"POBLETE, ATTY. MABELLE",TINGOG,4236,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - PADRE BURGOS - LONE DIST"
REGION VIII,SOUTHERN LEYTE,PADRE BURGOS,COUNCILOR,LONE DIST,"CULPA, DONGDONG",LAKAS,3953,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - PADRE BURGOS - LONE DIST"
REGION VIII,SOUTHERN LEYTE,PADRE BURGOS,COUNCILOR,LONE DIST,"DEMETERIO, ENGR. SAM",LAKAS,3744,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - PADRE BURGOS - LONE DIST"
REGION VIII,SOUTHERN LEYTE,PADRE BURGOS,COUNCILOR,LONE DIST,"IBALLA, RODEL",PDR,3717,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - PADRE BURGOS - LONE DIST"
REGION VIII,SOUTHERN LEYTE,PINTUYAN,COUNCILOR,LONE DIST,"BAGASBAS, TOTO",IND,4565,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - PINTUYAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,PINTUYAN,COUNCILOR,LONE DIST,"AMPER, RODRIGO",LAKAS,4055,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - PINTUYAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,PINTUYAN,COUNCILOR,LONE DIST,"ASUNCION, ARCHIE",LAKAS,4003,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - PINTUYAN - LONE DIST"
REGION VIII,SOUTHERN LEYTE,PINTUYAN,COUNCILOR,LONE DIST,"AMONCIO, TATA",IND,3964,"MEMBER, SANGGUNIANG BAYAN of SOUTHERN LEYTE - PINTUYAN - LONE DIST"
