region,province,city,district,position,candidate_name,party,votes
REGION III,BATAAN,,SECOND,PROVINCIAL BOARD MEMBER,"BELTRAN, MANNY (NUP)",BALIKATAN,134389
REGION III,BATAAN,,SECOND,PROVINCIAL BOARD MEMBER,"CALIMBAS, ED (NUP)",BALIKATAN,130288
REGION II,BATANES,,FIRST,PROVINCIAL BOARD MEMBER,"MADURO, EVELYN (LP)",LP,1646
REGION II,BATANES,,FIRST,PROVINCIAL BOARD MEMBER,"PUÑO, ED (NPC)",NPC,1467
REGION II,BATANES,,FIRST,PROVINCIAL BOARD MEMBER,"REDONDO, JUAN (UNA)",UNA,1430
REGION II,BATANES,,SECOND,PROVINCIAL BOARD MEMBER,"BABALO, MAXILINDO EMILIO (LP)",LP,2148
REGION II,BATANES,,SECOND,PROVINCIAL BOARD MEMBER,"VILLA, IGNACIO (LP)",LP,1718
REGION II,BATANES,,SECOND,PROVINCIAL BOARD MEMBER,"ABAS, MILAGROS JULIET (UNA)",UNA,1573
REGION IV A,BATANGAS,,FIFTH,PROVINCIAL BOARD MEMBER,"AMBIDA, CLAUDETTE (LP)",LP,74221
REGION IV A,BATANGAS,,FIFTH,PROVINCIAL BOARD MEMBER,"BLANCO, ARTHUR (LP)",LP,73186
REGION IV A,BATANGAS,,FIRST,PROVINCIAL BOARD MEMBER,"ROSALES, JUNJUN (IND)",IND,107175
REGION IV A,BATANGAS,,FIRST,PROVINCIAL BOARD MEMBER,"BAUSAS, MON (LP)",LP,91495
REGION IV A,BATANGAS,,FOURTH,PROVINCIAL BOARD MEMBER,"GOZOS, JP (LP)",LP,80028
REGION IV A,BATANGAS,,FOURTH,PROVINCIAL BOARD MEMBER,"DE VEYRA, KUYA JESS (LP)",LP,73177
REGION IV A,BATANGAS,,SECOND,PROVINCIAL BOARD MEMBER,"RIVERA, WILSON (UNA)",UNA,51171
REGION IV A,BATANGAS,,SECOND,PROVINCIAL BOARD MEMBER,"MAGBOO, ARLINA (IND)",IND,43182
REGION IV A,BATANGAS,,SIXTH,PROVINCIAL BOARD MEMBER,"AFRICA, WHENG SOMBRANO (LP)",LP,94575
REGION IV A,BATANGAS,,SIXTH,PROVINCIAL BOARD MEMBER,"LOPEZ, JR. (LP)",LP,69049
REGION IV A,BATANGAS,,THIRD,PROVINCIAL BOARD MEMBER,"CORONA, ALFREDO (LP)",LP,142374
REGION IV A,BATANGAS,,THIRD,PROVINCIAL BOARD MEMBER,"BALBA, DEVS (LP)",LP,123582
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,FIRST,PROVINCIAL BOARD MEMBER,"WAGUIS, JOHNNY (NUP)",NUP,28954
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,FIRST,PROVINCIAL BOARD MEMBER,"BENTREZ, FLORENCIO (NUP)",NUP,26495
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,FIRST,PROVINCIAL BOARD MEMBER,"NAZARRO, COY (NPC)",NPC,22778
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,FIRST,PROVINCIAL BOARD MEMBER,"WACLIN, BERNARD (IND)",IND,21260
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,FIRST,PROVINCIAL BOARD MEMBER,"AMUASEN, JOHANNES (IND)",IND,20742
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,SECOND,PROVINCIAL BOARD MEMBER,"NAMORO, ROBERT (NUP)",NUP,43281
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,SECOND,PROVINCIAL BOARD MEMBER,"BOTIWEY, JIM (LP)",LP,40270
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,SECOND,PROVINCIAL BOARD MEMBER,"CAMSOL, APOLINARIO (LP)",LP,34639
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,SECOND,PROVINCIAL BOARD MEMBER,"PAOAD, RUBEN (NUP)",NUP,34099
CORDILLERA ADMINISTRATIVE REGION,BENGUET,,SECOND,PROVINCIAL BOARD MEMBER,"CANUTO, ROBERTO (NUP)",NUP,32919
REGION VIII,BILIRAN,,FIRST,PROVINCIAL BOARD MEMBER,"CANEJA, KOKOY (UNA)",UNA,23847
REGION VIII,BILIRAN,,FIRST,PROVINCIAL BOARD MEMBER,"ROA, JUSTIN (LP)",LP,23162
REGION VIII,BILIRAN,,FIRST,PROVINCIAL BOARD MEMBER,"KHO, RICARDO (LP)",LP,16316
REGION VIII,BILIRAN,,FIRST,PROVINCIAL BOARD MEMBER,"TY, LANDO (LP)",LP,14077
REGION VIII,BILIRAN,,SECOND,PROVINCIAL BOARD MEMBER,"CORPIN, DOMINADOR (LP)",LP,16764
REGION VIII,BILIRAN,,SECOND,PROVINCIAL BOARD MEMBER,"ENAGE, GINA (IND)",IND,15383
REGION VIII,BILIRAN,,SECOND,PROVINCIAL BOARD MEMBER,"GARIN, BERLINA (IND)",IND,15378
REGION VIII,BILIRAN,,SECOND,PROVINCIAL BOARD MEMBER,"IGANO, EDGAR (UNA)",UNA,14978
REGION VII,BOHOL,,FIRST,PROVINCIAL BOARD MEMBER,"ARCAMO, BENJIE (LP)",LP,113164
REGION VII,BOHOL,,SECOND,PROVINCIAL BOARD MEMBER,"ABAPO, TOMMY (NPC)",NPC,85834
REGION VII,BOHOL,,THIRD,PROVINCIAL BOARD MEMBER,"TUTOR, ALEXIE (LP)",LP,113210
REGION X,BUKIDNON,,FIRST,PROVINCIAL BOARD MEMBER,"CALINGASAN, ALEX (BPP)",BPP,66328
REGION X,BUKIDNON,,FIRST,PROVINCIAL BOARD MEMBER,"ALBARECE, JAY (LP)",LP,55155
REGION X,BUKIDNON,,FOURTH,PROVINCIAL BOARD MEMBER,"PEPITO, MANOLO (BPP)",BPP,52098
REGION X,BUKIDNON,,FOURTH,PROVINCIAL BOARD MEMBER,"GARCIA, GINO ARMSTRONG (BPP)",BPP,44395
REGION X,BUKIDNON,,SECOND,PROVINCIAL BOARD MEMBER,"DINLAYAN, MANUEL (BPP)",BPP,72276
REGION X,BUKIDNON,,SECOND,PROVINCIAL BOARD MEMBER,"BELTRAN, NEMESIO JR. (BPP)",BPP,56474
REGION X,BUKIDNON,,THIRD,PROVINCIAL BOARD MEMBER,"TORRES, GORDON (BPP)",BPP,69736
REGION X,BUKIDNON,,THIRD,PROVINCIAL BOARD MEMBER,"MONTESCLAROS, MARIVIC (BPP)",BPP,60953
REGION III,BULACAN,,FIRST,PROVINCIAL BOARD MEMBER,"OPLE, AYEE (LP)",LP,141854
REGION III,BULACAN,,FOURTH,PROVINCIAL BOARD MEMBER,"CASTRO, ALEX (NPC)",NPC,207703
REGION III,BULACAN,,SECOND,PROVINCIAL BOARD MEMBER,"DELA CRUZ, BUKO (LP)",LP,174003
REGION III,BULACAN,,THIRD,PROVINCIAL BOARD MEMBER,"CASTRO, NONO (NPC)",NPC,105015
REGION II,CAGAYAN,,FIRST,PROVINCIAL BOARD MEMBER,"PASCUAL, MARIA OLIVIA (NPC)",NPC,82852
REGION II,CAGAYAN,,FIRST,PROVINCIAL BOARD MEMBER,"PONCE, AJ (NP)",NP,66049
REGION II,CAGAYAN,,FIRST,PROVINCIAL BOARD MEMBER,"BARCENA, CRIS (UNA)",UNA,62459
REGION II,CAGAYAN,,SECOND,PROVINCIAL BOARD MEMBER,"VARGAS, JEFF (NUP)",NUP,65345
REGION II,CAGAYAN,,SECOND,PROVINCIAL BOARD MEMBER,"LAYUS, ARCHIE (UNA)",UNA,40154
REGION II,CAGAYAN,,SECOND,PROVINCIAL BOARD MEMBER,"VILORIA, VILMER (NP)",NP,31582
REGION II,CAGAYAN,,THIRD,PROVINCIAL BOARD MEMBER,"TUMALIUAN, PERLA (NUP)",NUP,86379
REGION II,CAGAYAN,,THIRD,PROVINCIAL BOARD MEMBER,"RESUELLO, PASTOR ROSS (LP)",LP,86310
REGION II,CAGAYAN,,THIRD,PROVINCIAL BOARD MEMBER,"TURINGAN, KAREN KAYE (NUP)",NUP,77048
REGION V,CAMARINES NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"CANLAS, MIKE (LP)",LP,55323
REGION V,CAMARINES NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"LAUSIN, ERWIN (LP)",LP,55193
REGION V,CAMARINES NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"QUIBRAL, BONG (LP)",LP,46844
REGION V,CAMARINES NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"SERDON, ARTEMIO JR. (NPC)",NPC,42802
REGION V,CAMARINES NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"GACHE, POL (NPC)",NPC,52465
REGION V,CAMARINES NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"ALEGRE, JOSEPH STANLEY (LP)",LP,43696
REGION V,CAMARINES NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"HERRERA, RENEE (NPC)",NPC,41810
REGION V,CAMARINES NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"QUIÑONES, GERRY (NPC)",NPC,39583
REGION V,CAMARINES SUR,,FIFTH,PROVINCIAL BOARD MEMBER,"OLIVA, REX (NP)",NP,90060
REGION V,CAMARINES SUR,,FIFTH,PROVINCIAL BOARD MEMBER,"FIGURACION, BUTCH (NP)",NP,87636
REGION V,CAMARINES SUR,,FIRST,PROVINCIAL BOARD MEMBER,"BAÑES, RUSSEL (NPC)",NPC,42894
REGION V,CAMARINES SUR,,FIRST,PROVINCIAL BOARD MEMBER,"SEÑAR, WARREN (NP)",NP,27228
REGION V,CAMARINES SUR,,FOURTH,PROVINCIAL BOARD MEMBER,"SIMANDO, AMADOR (LP)",LP,66368
REGION V,CAMARINES SUR,,FOURTH,PROVINCIAL BOARD MEMBER,"PACAMARRA, GILMAR (NP)",NP,59928
REGION V,CAMARINES SUR,,SECOND,PROVINCIAL BOARD MEMBER,"HERNANDEZ, MULO (NP)",NP,73067
REGION V,CAMARINES SUR,,SECOND,PROVINCIAL BOARD MEMBER,"JAUCIAN, JAMES (LP)",LP,59109
REGION V,CAMARINES SUR,,THIRD,PROVINCIAL BOARD MEMBER,"JULIA, NELSON (NP)",NP,52718
REGION V,CAMARINES SUR,,THIRD,PROVINCIAL BOARD MEMBER,"SEÑAR, SALVADOR JR. (NPC)",NPC,41153
REGION X,CAMIGUIN,,FIRST,PROVINCIAL BOARD MEMBER,"ROMUALDO, DAN-DAN (LP)",LP,22437
REGION X,CAMIGUIN,,FIRST,PROVINCIAL BOARD MEMBER,"GALOCHINO, NERIO (LP)",LP,22174
REGION X,CAMIGUIN,,FIRST,PROVINCIAL BOARD MEMBER,"IBAHAY, MIGUEL (LP)",LP,21770
REGION X,CAMIGUIN,,SECOND,PROVINCIAL BOARD MEMBER,"SAGOCSOC, RONY (LP)",LP,15664
REGION X,CAMIGUIN,,SECOND,PROVINCIAL BOARD MEMBER,"LADAO, JOSE RUFINO (LP)",LP,15348
REGION X,CAMIGUIN,,SECOND,PROVINCIAL BOARD MEMBER,"LACERNA, VIRGILIO (LP)",LP,14963
REGION VI,CAPIZ,,FIRST,PROVINCIAL BOARD MEMBER,"ALMALBIS, GINGGING (LP)",LP,94546
REGION VI,CAPIZ,,FIRST,PROVINCIAL BOARD MEMBER,"BESA, SONNY (LP)",LP,84322
REGION VI,CAPIZ,,FIRST,PROVINCIAL BOARD MEMBER,"MAGALLANES, EDUARDO (LP)",LP,74204
REGION VI,CAPIZ,,FIRST,PROVINCIAL BOARD MEMBER,"IGNACIO, BOBBY (LP)",LP,68559
REGION VI,CAPIZ,,FIRST,PROVINCIAL BOARD MEMBER,"MARTIN, RICKY (LP)",LP,66354
REGION VI,CAPIZ,,SECOND,PROVINCIAL BOARD MEMBER,"TANCO, VIC JR (LP)",LP,100548
REGION VI,CAPIZ,,SECOND,PROVINCIAL BOARD MEMBER,"PALOMAR, KAREN (LP)",LP,82991
REGION VI,CAPIZ,,SECOND,PROVINCIAL BOARD MEMBER,"MARTINEZ, BULILIT (LP)",LP,62931
REGION VI,CAPIZ,,SECOND,PROVINCIAL BOARD MEMBER,"LAYO, JEFFREY (NUP)",NUP,62721
REGION VI,CAPIZ,,SECOND,PROVINCIAL BOARD MEMBER,"ROBLES, MILO (NUP)",NUP,52752
REGION V,CATANDUANES,,FIRST,PROVINCIAL BOARD MEMBER,"ZUNIEGA, RAFFY (UNA)",UNA,39964
REGION V,CATANDUANES,,FIRST,PROVINCIAL BOARD MEMBER,"BALMADRID, BANI (NPC)",NPC,36432
REGION V,CATANDUANES,,FIRST,PROVINCIAL BOARD MEMBER,"FRANCISCO, SONNY (NPC)",NPC,35011
REGION V,CATANDUANES,,FIRST,PROVINCIAL BOARD MEMBER,"POPA, NATALIO JR. (IND)",IND,31928
REGION V,CATANDUANES,,SECOND,PROVINCIAL BOARD MEMBER,"TURADO, ARNEL (NPC)",NPC,35263
REGION V,CATANDUANES,,SECOND,PROVINCIAL BOARD MEMBER,"WONG, JOSEPH TIP WONG (LP)",LP,27302
REGION V,CATANDUANES,,SECOND,PROVINCIAL BOARD MEMBER,"TEMPLONUEVO, LORENZO JR. (NPC)",NPC,27016
REGION V,CATANDUANES,,SECOND,PROVINCIAL BOARD MEMBER,"VILLALUNA, KUYA VINCE (NPC)",NPC,25844
REGION IV A,CAVITE,,FIFTH,PROVINCIAL BOARD MEMBER,"REYES, IVEE JAYNE (UNA)",UNA,93071
REGION IV A,CAVITE,,FIFTH,PROVINCIAL BOARD MEMBER,"AMUTAN, MARCOS (UNA)",UNA,89217
REGION IV A,CAVITE,,FIRST,PROVINCIAL BOARD MEMBER,"ENRIQUEZ, RYAN (UNA)",UNA,85023
REGION IV A,CAVITE,,FIRST,PROVINCIAL BOARD MEMBER,"GANDIA, GILBERT (UNA)",UNA,51607
REGION IV A,CAVITE,,FOURTH,PROVINCIAL BOARD MEMBER,"ENCABO, VALE (NUP)",NUP,159016
REGION IV A,CAVITE,,FOURTH,PROVINCIAL BOARD MEMBER,"LARA, RUDY (NUP)",NUP,155947
REGION IV A,CAVITE,,SECOND,PROVINCIAL BOARD MEMBER,"GAWARAN, ABA (LAKAS)",LAKAS CMD,104739
REGION IV A,CAVITE,,SECOND,PROVINCIAL BOARD MEMBER,"FABIAN, REY (LAKAS)",LAKAS CMD,92350
REGION IV A,CAVITE,,SEVENTH,PROVINCIAL BOARD MEMBER,"AMBION, RAINIER (LP)",LP,111896
REGION IV A,CAVITE,,SEVENTH,PROVINCIAL BOARD MEMBER,"VIDALLON-VARIAS, REINALYNE (UNA)",UNA,75556
REGION IV A,CAVITE,,SIXTH,PROVINCIAL BOARD MEMBER,"DEL ROSARIO, MUNDING (UNA)",UNA,109315
REGION IV A,CAVITE,,SIXTH,PROVINCIAL BOARD MEMBER,"GREPO, FELIX (NUP)",NUP,97734
REGION IV A,CAVITE,,THIRD,PROVINCIAL BOARD MEMBER,"SAQUILAYAN, HOMER (IND)",IND,86999
REGION IV A,CAVITE,,THIRD,PROVINCIAL BOARD MEMBER,"NATO, LARRY (LP)",LP,71360
REGION VII,CEBU,,FIFTH,PROVINCIAL BOARD MEMBER,"MAGPALE, MIGS (BAKUD)",BAKUD,113325
REGION VII,CEBU,,FIFTH,PROVINCIAL BOARD MEMBER,"SYBICO, JUDE DURANO (BAKUD)",BAKUD,113166
REGION VII,CEBU,,FIRST,PROVINCIAL BOARD MEMBER,"DAAN, YOLY (NP)",NP,132336
REGION VII,CEBU,,FIRST,PROVINCIAL BOARD MEMBER,"BACALTOS, RAUL (IND)",IND,103303
REGION VII,CEBU,,FOURTH,PROVINCIAL BOARD MEMBER,"SHIMURA, SUN (NUP)",NUP,96891
REGION VII,CEBU,,FOURTH,PROVINCIAL BOARD MEMBER,"FRANCO, RACI (LP)",LP,78224
REGION VII,CEBU,,SECOND,PROVINCIAL BOARD MEMBER,"GALEOS, EDSEL (IND)",IND,52554
REGION VII,CEBU,,SECOND,PROVINCIAL BOARD MEMBER,"SALVADOR, TATA (LP)",LP,48496
REGION VII,CEBU,,SEVENTH,PROVINCIAL BOARD MEMBER,"LIBRANDO, JEROME (LP)",LP,55367
REGION VII,CEBU,,SEVENTH,PROVINCIAL BOARD MEMBER,"BARICUATRO, DONG (LP)",LP,49348
REGION VII,CEBU,,SIXTH,PROVINCIAL BOARD MEMBER,"BERCEDE, GLENN (LP)",LP,104216
REGION VII,CEBU,,SIXTH,PROVINCIAL BOARD MEMBER,"OUANO, TEDDY (1CEBU)",ONE CEBU,103932
REGION VII,CEBU,,THIRD,PROVINCIAL BOARD MEMBER,"COROMINAS, TATA (IND)",IND,106188
REGION VII,CEBU,,THIRD,PROVINCIAL BOARD MEMBER,"BINGHAY, ALEX (IND)",IND,98580
REGION XII,COTABATO,,FIRST,PROVINCIAL BOARD MEMBER,"MACASARTE, SHIRLYN (IND)",IND,110392
REGION XII,COTABATO,,FIRST,PROVINCIAL BOARD MEMBER,"SACDALAN, ROLLY UR D MAN (IND)",IND,100654
REGION XII,COTABATO,,FIRST,PROVINCIAL BOARD MEMBER,"ANTAO, MOHAMMAD KELIE (LP)",LP,93144
REGION XII,COTABATO,,FIRST,PROVINCIAL BOARD MEMBER,"CABAYA, ROSALIE (LP)",LP,81581
REGION XII,COTABATO,,FIRST,PROVINCIAL BOARD MEMBER,"JUNGCO, ROLAND (IND)",IND,64940
REGION XII,COTABATO,,SECOND,PROVINCIAL BOARD MEMBER,"CADUNGON, CRIS (IND)",IND,105817
REGION XII,COTABATO,,SECOND,PROVINCIAL BOARD MEMBER,"BAYNOSA, NOEL (IND)",IND,82023
REGION XII,COTABATO,,SECOND,PROVINCIAL BOARD MEMBER,"ESPINA-CHUA, DINA (IND)",IND,63892
REGION XII,COTABATO,,SECOND,PROVINCIAL BOARD MEMBER,"MADASIG, RENE (IND)",IND,7213
REGION XII,COTABATO,,THIRD,PROVINCIAL BOARD MEMBER,"TALIÑO, ROGER RYAN (LP)",LP,72793
REGION XII,COTABATO,,THIRD,PROVINCIAL BOARD MEMBER,"TABARA, NATHAN (LP)",LP,69431
REGION XII,COTABATO,,THIRD,PROVINCIAL BOARD MEMBER,"PIÑOL, SOCRATES (PDPLBN)",PDP LABAN,68351
REGION XII,COTABATO,,THIRD,PROVINCIAL BOARD MEMBER,"MERCADO, JOSELITO (LP)",LP,60428
REGION XII,COTABATO,,THIRD,PROVINCIAL BOARD MEMBER,"GUIABAR, JABIB (IND)",IND,44919
REGION XI,DAVAO DE ORO,,FIRST,PROVINCIAL BOARD MEMBER,"GENTUGAYA, JOANNA (LP)",LP,75152
REGION XI,DAVAO DE ORO,,FIRST,PROVINCIAL BOARD MEMBER,"LOPOZ, ATTY. DYUD (LP)",LP,73593
REGION XI,DAVAO DE ORO,,FIRST,PROVINCIAL BOARD MEMBER,"ATAMOSA, ATE NENZ (LP)",LP,68617
REGION XI,DAVAO DE ORO,,FIRST,PROVINCIAL BOARD MEMBER,"JAUOD, JOJO (LP)",LP,57662
REGION XI,DAVAO DE ORO,,SECOND,PROVINCIAL BOARD MEMBER,"UY, ARTURO (LP)",LP,90647
REGION XI,DAVAO DE ORO,,SECOND,PROVINCIAL BOARD MEMBER,"CABALLERO, KRIS (AKSYON)",AKSYON,81978
REGION XI,DAVAO DE ORO,,SECOND,PROVINCIAL BOARD MEMBER,"CABALLERO, RAUL (AKSYON)",AKSYON,70512
REGION XI,DAVAO DE ORO,,SECOND,PROVINCIAL BOARD MEMBER,"HUMOL, MACARIO (LP)",LP,69464
REGION XI,DAVAO DEL NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"ELIOT, VICENTE SR. (LP)",LP,88138
REGION XI,DAVAO DEL NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"AALA, SHIRLEY BELEN (LP)",LP,88030
REGION XI,DAVAO DEL NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"DE VEYRA, FRED (LP)",LP,87617
REGION XI,DAVAO DEL NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"MILLAN, RAYMOND JOEY (LP)",LP,78487
REGION XI,DAVAO DEL NORTE,,FIRST,PROVINCIAL BOARD MEMBER,"REMITAR, FRANK (IND)",IND,64916
REGION XI,DAVAO DEL NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"DEL ROSARIO, RODOLFO JR. (KB)",KB,139373
REGION XI,DAVAO DEL NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"CATALAN, ROY (KB)",KB,99395
REGION XI,DAVAO DEL NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"EVANGELISTA, ERNESTO SR. (KB)",KB,92453
REGION XI,DAVAO DEL NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"DUCO, HERNANIE (KB)",KB,89495
REGION XI,DAVAO DEL NORTE,,SECOND,PROVINCIAL BOARD MEMBER,"TANONG, JANNET (IND)",IND,69867
REGION XI,DAVAO DEL SUR,,FIRST,PROVINCIAL BOARD MEMBER,"LLANOS, DONDON (NPC)",NPC,63444
REGION XI,DAVAO DEL SUR,,FIRST,PROVINCIAL BOARD MEMBER,"GABUTERO, LANI (LP)",LP,62146
REGION XI,DAVAO DEL SUR,,FIRST,PROVINCIAL BOARD MEMBER,"LLANOS, ERWIN (NPC)",NPC,58353
REGION XI,DAVAO DEL SUR,,FIRST,PROVINCIAL BOARD MEMBER,"CADUNGOG, VICTORIANO (NPC)",NPC,56281
REGION XI,DAVAO DEL SUR,,FIRST,PROVINCIAL BOARD MEMBER,"LATASA, SIMPLICIO (NP)",NP,49204
REGION XI,DAVAO DEL SUR,,SECOND,PROVINCIAL BOARD MEMBER,"CADUNGOG, LANIER (NPC)",NPC,54454
REGION XI,DAVAO DEL SUR,,SECOND,PROVINCIAL BOARD MEMBER,"VILLEGAS, WILLIE (LP)",LP,52937
REGION XI,DAVAO DEL SUR,,SECOND,PROVINCIAL BOARD MEMBER,"RAZONABLE, ANNA MARGARITA (NPC)",NPC,51934
REGION XI,DAVAO DEL SUR,,SECOND,PROVINCIAL BOARD MEMBER,"BELLO, MERLIN (NP)",NP,48273
REGION XI,DAVAO DEL SUR,,SECOND,PROVINCIAL BOARD MEMBER,"CAMINERO-DIAMANTE, MARIVIC (NP)",NP,46890
REGION XI,DAVAO OCCIDENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"BALIOTA, ALBERTO I (NPC)",NPC,27268
REGION XI,DAVAO OCCIDENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"COLINA, ALLAN (NPC)",NPC,23021
REGION XI,DAVAO OCCIDENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"LOPEZ, ROMEO (NPC)",NPC,22664
REGION XI,DAVAO OCCIDENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"LUMAIN, ALEX (NPC)",NPC,17998
REGION XI,DAVAO OCCIDENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"DE ARCE, ADELAN (NPC)",NPC,9078
REGION XI,DAVAO OCCIDENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"JOHNSON, EMILY (NPC)",NPC,7512
REGION XI,DAVAO OCCIDENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"UY, ALEXANDER (NPC)",NPC,7173
REGION XI,DAVAO OCCIDENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"JOYCE, JARDIN JOHN (LP)",LP,6890
REGION XI,DAVAO ORIENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"PALMA GIL, JEPOT (LP)",LP,41162
REGION XI,DAVAO ORIENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"CAUBANG, DANTE (LP)",LP,36354
REGION XI,DAVAO ORIENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"VILLADEMOSA, NONOY (LP)",LP,35206
REGION XI,DAVAO ORIENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"TAMBILAWAN, ANNA LOUISE (LP)",LP,35195
REGION XI,DAVAO ORIENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"TAYA, LARY (LP)",LP,29350
REGION XI,DAVAO ORIENTAL,,FIRST,PROVINCIAL BOARD MEMBER,"LEPARDO, JUN (NPC)",NPC,25330
REGION XI,DAVAO ORIENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"ROFLO, DENNIS (LP)",LP,61845
REGION XI,DAVAO ORIENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"MACATABOG, LITO (LP)",LP,57535
REGION XI,DAVAO ORIENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"LARCIA, LEMUEL IAN (KDO)",KDO,56156
REGION XI,DAVAO ORIENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"RABAT, LOUIE (IND)",IND,49955
REGION XI,DAVAO ORIENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"LINSAG, DONDON (LP)",LP,49926
REGION XI,DAVAO ORIENTAL,,SECOND,PROVINCIAL BOARD MEMBER,"IRIGO, BIMBIM (LP)",LP,41557
REGION XIII,DINAGAT ISLANDS,,FIRST,PROVINCIAL BOARD MEMBER,"VARGAS, MEN (LP)",LP,12513
REGION XIII,DINAGAT ISLANDS,,FIRST,PROVINCIAL BOARD MEMBER,"DEMEREY, NILO JR./II (UNA)",UNA,12447
REGION XIII,DINAGAT ISLANDS,,FIRST,PROVINCIAL BOARD MEMBER,"OLOFERNES, WENEFREDO (IND)",IND,11365
REGION XIII,DINAGAT ISLANDS,,FIRST,PROVINCIAL BOARD MEMBER,"ENSOY, ANTONIO (UNA)",UNA,9422
REGION XIII,DINAGAT ISLANDS,,SECOND,PROVINCIAL BOARD MEMBER,"ALCARIA, AMOR (UNA)",UNA,9730
REGION XIII,DINAGAT ISLANDS,,SECOND,PROVINCIAL BOARD MEMBER,"ECLEO, JOSLYN (UNA)",UNA,8735
REGION XIII,DINAGAT ISLANDS,,SECOND,PROVINCIAL BOARD MEMBER,"ABIS, NOLI (LP)",LP,8078
REGION XIII,DINAGAT ISLANDS,,SECOND,PROVINCIAL BOARD MEMBER,"BALTAZAR, GENEVIEVE (LP)",LP,6714
REGION VIII,EASTERN SAMAR,,FIRST,PROVINCIAL BOARD MEMBER,"CABATO, CELESTINO (LP)",LP,56574
REGION VIII,EASTERN SAMAR,,FIRST,PROVINCIAL BOARD MEMBER,"MONTALLANA, JOJI (LP)",LP,55971
REGION VIII,EASTERN SAMAR,,SECOND,PROVINCIAL BOARD MEMBER,"ABUDA, JONAS (LP)",LP,56323
REGION VIII,EASTERN SAMAR,,SECOND,PROVINCIAL BOARD MEMBER,"CABACABA, GORGONIO (LP)",LP,53191
REGION VI,GUIMARAS,,FIRST,PROVINCIAL BOARD MEMBER,"BELTRAN, CYRIL (LP)",LP,24785
REGION VI,GUIMARAS,,FIRST,PROVINCIAL BOARD MEMBER,"FERNANDEZ, REX (LP)",LP,16680
REGION VI,GUIMARAS,,FIRST,PROVINCIAL BOARD MEMBER,"TIONADO, APOY (IND)",IND,15899
REGION VI,GUIMARAS,,FIRST,PROVINCIAL BOARD MEMBER,"HABAÑA, DAN ELBY (LP)",LP,15809
REGION VI,GUIMARAS,,SECOND,PROVINCIAL BOARD MEMBER,"GANO, DAVID (LP)",LP,26086
REGION VI,GUIMARAS,,SECOND,PROVINCIAL BOARD MEMBER,"CHAVEZ, TOTO ENGUE (LP)",LP,25869
REGION VI,GUIMARAS,,SECOND,PROVINCIAL BOARD MEMBER,"GONZAGA, DIOSDADO (LP)",LP,21989
REGION VI,GUIMARAS,,SECOND,PROVINCIAL BOARD MEMBER,"DE LA CRUZ, JOSEFINA (LP)",LP,21046
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,,FIRST,PROVINCIAL BOARD MEMBER,"MANGYAO, ROBERT (LP)",LP,32980
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,,FIRST,PROVINCIAL BOARD MEMBER,"BUNNOL, VICTOR JR. (LP)",LP,31154
